symbol,market,name,em_code,em_id
CLDT_A,US,Chatham Lodging信托(优先股),106.CLDT_A,106
AOK,US,iShares Core Conservative Alloc,107.AOK,107
RSEE,US,Rareview Systematic Equity ETF,107.RSEE,107
HYB,US,The New America High Income Fun,106.HYB,106
EXPO,US,毅博,105.EXPO,105
ROG,US,罗杰斯,106.ROG,106
EUDG,US,WisdomTree Europe Quality Divid,107.EUDG,107
XDEC,US,FT Cboe Vest U.S. Equity Enhanc,107.XDEC,107
SSO,US,二倍做多标普500ETF-ProShares,107.SSO,107
INDY,US,iShares India 50 ETF,105.INDY,105
SNV_D,US,Synovus Financial Corp Series D,106.SNV_D,106
USRD,US,Themes US R&D Champions ETF,105.USRD,105
PDPA,US,Pearl Diver Credit Co Inc Serie,106.PDPA,106
UBOT,US,Direxion Daily Robotics Artific,107.UBOT,107
DBEU,US,Xtrackers MSCI Europe Hedged Eq,107.DBEU,107
QWLD,US,SPDR MSCI World StrategicFactor,107.QWLD,107
BENF,US,Beneficient-A,105.BENF,105
MAMB,US,Monarch Ambassador Income ETF,107.MAMB,107
QID,US,二倍做空纳斯达克100ETF,107.QID,107
GDV_K,US,The Gabelli Dividend & Income T,106.GDV_K,106
DOCN,US,DigitalOcean Holdings Inc,106.DOCN,106
TUA,US,Simplify Short Term Treasury Fu,107.TUA,107
AIBU,US,Direxion Daily AI and Big Data ,107.AIBU,107
VGT,US,信息科技指数ETF-Vanguard,107.VGT,107
LOWV,US,AB US Low Volatility Equity ETF,107.LOWV,107
DSI,US,iShares MSCI KLD 400 Social ETF,107.DSI,107
FGB,US,First Trust Specialty Finance a,106.FGB,106
MER_K,US,Bank of America Corp Notes,106.MER_K,106
PSEC_A,US,Prospect Capital Corp Series A ,106.PSEC_A,106
HDUS,US,Hartford Disciplined US Equity ,107.HDUS,107
INVN,US,Alger Russell Innovation ETF,107.INVN,107
VNSE,US,Natixis Vaughan Nelson Select E,107.VNSE,107
CUBI_F,US,Customers Bancorp Inc Series F ,106.CUBI_F,106
WIP,US,国际抗通胀债ETF-SPDR,107.WIP,107
BGDV,US,Bahl & Gaynor Dividend ETF,107.BGDV,107
NERV,US,Minerva Neurosciences Inc,105.NERV,105
FXB,US,英镑ETF-CurrencyShares,107.FXB,107
SPNT_B,US,SiriusPoint Ltd Series B Pfd,106.SPNT_B,106
QUS,US,SPDR MSCI USA StrategicFactors ,107.QUS,107
NMFCZ,US,New Mountain Finance Corp Notes,105.NMFCZ,105
EBUF,US,Innovator Emerging Markets 10 B,107.EBUF,107
OSEA,US,Harbor International Compounder,107.OSEA,107
DUKQ,US,Ocean Park Domestic ETF,107.DUKQ,107
AIRI,US,Air Industries Group,107.AIRI,107
MS_Q,US,Morgan Stanley Series Q Pfd,106.MS_Q,106
CCIA,US,Carlyle Credit Income Fund Seri,106.CCIA,106
WEYS,US,Weyco Group Inc,105.WEYS,105
NUV,US,Nuveen Municipal Value Fund,106.NUV,106
IJAN,US,Innovator International Develop,107.IJAN,107
ESPO,US,VanEck Video Gaming and eSports,105.ESPO,105
KRMA,US,Global X Conscious Companies ET,105.KRMA,105
ACTG,US,阿卡西亚,105.ACTG,105
INTR,US,Inter & Co Inc-A,105.INTR,105
SPYM,US,Tradr 2X Long SPY Monthly ETF,105.SPYM,105
OBT,US,Orange County Bancorp Inc,105.OBT,105
GWX,US,SPDR S&P International SmallCap,107.GWX,107
EUDV,US,ProShares MSCI Europe Dividend ,107.EUDV,107
UZE,US,US Cellular Corp Notes,106.UZE,106
INCM,US,Franklin Income Focus ETF,107.INCM,107
AMPGW,US,AmpliTech Group Inc Wt,105.AMPGW,105
MGRO,US,VanEck Morningstar Wide Moat Gr,107.MGRO,107
QDF,US,FlexShares Quality Dividend Ind,107.QDF,107
FDRR,US,Fidelity Dividend ETF for Risin,107.FDRR,107
GES,US,Guess Inc,106.GES,106
GOCT,US,FT Cboe Vest U.S. Equity Modera,107.GOCT,107
TRTN_B,US,Triton International Ltd Series,106.TRTN_B,106
OUSA,US,ALPS O'Shares U.S. Quality Divi,107.OUSA,107
FCX,US,自由港麦克莫兰,106.FCX,106
FPE,US,First Trust Preferred Securitie,107.FPE,107
PHEQ,US,Parametric Hedged Equity ETF,107.PHEQ,107
IDEC,US,Innovator International Develop,107.IDEC,107
ALTR,US,Altair Engineering Inc-A,105.ALTR,105
MOO,US,农业ETF-VanEck Vectors,107.MOO,107
KSPY,US,KraneShares Hedgeye Hedged Equi,107.KSPY,107
ESGU,US,iShares ESG MSCI USA ETF,105.ESGU,105
AGCO,US,爱科集团,106.AGCO,106
VONE,US,Vanguard Russell 1000 ETF,105.VONE,105
CGBL,US,Capital Group Core Balanced ETF,107.CGBL,107
VTI,US,全市场指数ETF-Vanguard,107.VTI,107
ISWN,US,Amplify BlackSwan ISWN ETF,107.ISWN,107
PCN,US,PIMCO Corporate & Income Strate,106.PCN,106
CHSCO,US,CHS Inc Class B Pfd,105.CHSCO,105
HYS,US,PIMCO 0-5 Year High Yield Corpo,107.HYS,107
HEGD,US,Swan Hedged Equity US Large Cap,107.HEGD,107
POLE,US,Andretti Acquisition Corp II-A,105.POLE,105
QAI,US,多策略对冲基金复制ETF-NYLI,107.QAI,107
DXJ,US,日本证券汇率对冲ETF-WisdomTree,107.DXJ,107
RIV_A,US,RiverNorth Opportunities Fund I,106.RIV_A,106
BLCR,US,iShares Large Cap Core Active E,105.BLCR,105
PVI,US,Invesco VRDO Tax-Free ETF,107.PVI,107
GLU,US,The Gabelli Global Utility and ,107.GLU,107
THYF,US,T. Rowe Price U.S. High Yield E,107.THYF,107
EVRI,US,Everi Holdings Inc,106.EVRI,106
ERC,US,Allspring Multi-Sector Income F,107.ERC,107
CDXS,US,Codexis Inc,105.CDXS,105
LCTU,US,BlackRock U.S. Carbon Transitio,107.LCTU,107
MNST,US,怪物饮料,105.MNST,105
SO,US,南方电力,106.SO,106
DWAT,US,Arrow Investments Trust Arrow D,107.DWAT,107
EVX,US,VanEck Environmental Services E,107.EVX,107
SPUC,US,Simplify US Equity PLUS Upside ,107.SPUC,107
ITOT,US,iShares Core S&P Total U.S. Sto,107.ITOT,107
IWB,US,罗素1000ETF-iShares,107.IWB,107
BINV,US,Brandes International ETF,107.BINV,107
LPCN,US,Lipocine Inc,105.LPCN,105
HEZU,US,iShares Currency Hedged MSCI Eu,107.HEZU,107
SCHX,US,嘉信理财美国大盘股ETF,107.SCHX,107
EAOR,US,iShares ESG Aware Growth Alloca,107.EAOR,107
AMX,US,美洲移动,106.AMX,106
PRIF_I,US,Priority Income Fund Inc Series,106.PRIF_I,106
QQQT,US,Defiance Nasdaq 100 Income Targ,105.QQQT,105
ES,US,能源方案,106.ES,106
ESBA,US,Empire State Realty Op LP Serie,107.ESBA,107
CARA,US,Cara Therapeutics Inc,105.CARA,105
DMF,US,BNY Mellon Municipal Income,107.DMF,107
BJK,US,博彩ETF-VanEck Vectors,105.BJK,105
FELC,US,Fidelity Enhanced Large Cap Cor,107.FELC,107
NUHY,US,Nuveen ESG High Yield Corporate,107.NUHY,107
PDI,US,PIMCO Dynamic Income Fund,106.PDI,106
LYB,US,利安德巴塞尔工业,106.LYB,106
FAX,US,abrdn Asia-Pacific Income Fund ,107.FAX,107
PMT_A,US,PennyMac Mortgage Investment Tr,106.PMT_A,106
LFMD,US,LifeMD Inc,105.LFMD,105
WFC_Y,US,Wells Fargo & Co Series Y Pfd,106.WFC_Y,106
IYY,US,iShares Dow Jones U.S. ETF,107.IYY,107
DGRW,US,WisdomTree U.S. Quality Dividen,105.DGRW,105
RFCI,US,RiverFront Dynamic Core Income ,107.RFCI,107
AOM,US,iShares Core Moderate Allocatio,107.AOM,107
KLMT,US,Invesco MSCI Global Climate 500,107.KLMT,107
WLTG,US,WealthTrust DBS Long Term Growt,106.WLTG,106
CRBN,US,iShares MSCI ACWI Low Carbon Ta,107.CRBN,107
VRP,US,Invesco Variable Rate Preferred,107.VRP,107
WEAT,US,小麦ETF-Teucrium,107.WEAT,107
RTAI,US,Rareview Tax Advantaged Income ,107.RTAI,107
GDV,US,The Gabelli Dividend & Income T,106.GDV,106
MUR,US,墨菲石油,106.MUR,106
TOK,US,iShares MSCI Kokusai ETF,107.TOK,107
ITDB,US,iShares LifePath Target Date 20,107.ITDB,107
SR_A,US,Spire Inc Series A Pfd,106.SR_A,106
EOD,US,Allspring Global Dividend Oppor,106.EOD,106
HPK,US,HighPeak Energy Inc,105.HPK,105
CBON,US,人民币债券ETF-VanEckVectors华夏,107.CBON,107
XCCC,US,BondBloxx CCC-Rated USD High Yi,107.XCCC,107
JBSS,US,John B. Sanfilippo & Son Inc,105.JBSS,105
IIF,US,Morgan Stanley India Investment,106.IIF,106
CVLC,US,Calvert US Large-Cap Core Respo,107.CVLC,107
BKD,US,布鲁克代尔高级护理,106.BKD,106
OKYO,US,OKYO Pharma Ltd,105.OKYO,105
CGXU,US,Capital Group International Foc,107.CGXU,107
SCCF,US,Sachem Capital Corp Notes,107.SCCF,107
VOTE,US,TCW Transform 500 ETF,106.VOTE,106
STLD,US,Steel Dynamics Inc,105.STLD,105
JIII,US,Janus Henderson Income ETF,107.JIII,107
NTRSO,US,Northern Trust Corp Series E Pf,105.NTRSO,105
VMBS,US,Vanguard Mortgage-Backed Securi,105.VMBS,105
FWONA,US,Liberty Media Corp Liberty Form,105.FWONA,105
MKOR,US,Matthews Korea Active ETF,107.MKOR,107
DIAX,US,Nuveen Dow 30SM Dynamic Overwri,106.DIAX,106
MSLC,US,Morgan Stanley Pathway Large Ca,107.MSLC,107
EFAV,US,iShares Edge MSCI Min Vol EAFE ,107.EFAV,107
FSEA,US,First Seacoast Bancorp Inc,105.FSEA,105
BCAB,US,BioAtla Inc,105.BCAB,105
FSZ,US,First Trust Switzerland AlphaDE,105.FSZ,105
VOC,US,VOC Energy Trust,106.VOC,106
TBFC,US,The Brinsmere Fund – Conservat,107.TBFC,107
DWMF,US,WisdomTree International Multif,107.DWMF,107
HOND,US,HCM II Acquisition Corp-A,105.HOND,105
ZNOV,US,Innovator Equity Defined Protec,107.ZNOV,107
JPM_C,US,JPMorgan Chase & Co Series EE P,106.JPM_C,106
OARK,US,YieldMax Innovation Option Inco,107.OARK,107
ITDD,US,iShares LifePath Target Date 20,107.ITDD,107
DIHP,US,Dimensional International High ,107.DIHP,107
FTCE,US,First Trust New Constructs Core,107.FTCE,107
KORP,US,American Century Diversified Co,107.KORP,107
RFFC,US,RiverFront Dynamic US Flex-Cap ,107.RFFC,107
CII,US,BlackRock Enhanced Large Cap Co,106.CII,106
TRINZ,US,Trinity Capital Inc Note,105.TRINZ,105
SMTH,US,ALPS | Smith Core Plus Bond ETF,107.SMTH,107
GRAF,US,Graf Global Corp-A,107.GRAF,107
FONR,US,福纳,105.FONR,105
TBF,US,做空20年+国债ETF-ProShares,107.TBF,107
GSFP,US,Goldman Sachs Future Planet Equ,107.GSFP,107
LIPO,US,Lipella Pharmaceuticals Inc,105.LIPO,105
JHHY,US,John Hancock High Yield ETF,107.JHHY,107
GOF,US,Guggenheim Strategic Opportunit,106.GOF,106
APUE,US,ActivePassive U.S. Equity ETF,107.APUE,107
IBAC,US,IB Acquisition Corp,105.IBAC,105
EPS,US,WisdomTree U.S. LargeCap Fund,107.EPS,107
LVHI,US,Franklin International Low Vola,107.LVHI,107
C_N,US,Citigroup Capital VIII Trust Pr,106.C_N,106
IMAR,US,Innovator International Develop,107.IMAR,107
ITUB,US,艾涛巴西联合银行,106.ITUB,106
CGCB,US,Capital Group Core Bond ETF,107.CGCB,107
XHYT,US,BondBloxx USD High Yield Bond T,107.XHYT,107
SHO_I,US,Sunstone Hotel Investors Inc Se,106.SHO_I,106
MOAT,US,VanEck Morningstar Wide Moat ET,107.MOAT,107
FOR,US,福里斯特,106.FOR,106
IBUF,US,Innovator International Develop,107.IBUF,107
LQDW,US,iShares Trust iShares Investmen,107.LQDW,107
STXE,US,Strive Emerging Markets Ex-Chin,106.STXE,106
IG,US,Principal Investment Grade Corp,107.IG,107
JNJ,US,强生,106.JNJ,106
BAND,US,Bandwidth Inc-A,105.BAND,105
BRIF,US,FIS Bright Portfolios Focused E,107.BRIF,107
UJUN,US,Innovator U.S. Equity Ultra Buf,107.UJUN,107
SHUS,US,Stratified LargeCap Hedged ETF,107.SHUS,107
BLE,US,BlackRock Municipal Income Trus,106.BLE,106
TECTP,US,Tectonic Financial Inc Series B,105.TECTP,105
SEIQ,US,SEI Enhanced U.S. Large Cap Qua,107.SEIQ,107
IETC,US,iShares U.S. Tech Independence ,107.IETC,107
SBND,US,Columbia Short Duration Bond ET,107.SBND,107
WRND,US,NYLI Global Equity R&D Leaders ,105.WRND,105
FAT,US,FAT Brands Inc-A,105.FAT,105
AVNS,US,Avanos Medical Inc,106.AVNS,106
DLY,US,DoubleLine Yield Opportunities ,106.DLY,106
MTB_H,US,M&T Bank Corp Series H Pfd,106.MTB_H,106
XMAY,US,FT Vest U.S. Equity Enhance & M,107.XMAY,107
FXG,US,日常消费ETF-FirstTrust AlphaDEX,107.FXG,107
EYE,US,National Vision Holdings Inc,105.EYE,105
BKLC,US,BNY Mellon US Large Cap Core Eq,107.BKLC,107
ZHDG,US,ZEGA Buy and Hedge ETF,107.ZHDG,107
ECL,US,艺康,106.ECL,106
MTB_J,US,M&T Bank Corp Series J Pfd,106.MTB_J,106
PBUS,US,Invesco PureBeta MSCI USA ETF,107.PBUS,107
JANH,US,Innovator Premium Income 20 Bar,107.JANH,107
QTI,US,QT Imaging Holdings Inc,105.QTI,105
DLR_J,US,Digital Realty Trust Inc Series,106.DLR_J,106
GLAC,US,Global Lights Acquisition Corp,105.GLAC,105
GOODO,US,格拉德斯通商业(优先股),105.GOODO,105
PHYL,US,PGIM Active High Yield Bond ETF,107.PHYL,107
PALC,US,Pacer Lunt Large Cap Multi-Fact,107.PALC,107
DIOD,US,Diodes Inc,105.DIOD,105
CATH,US,Global X S&P 500 Catholic Value,105.CATH,105
BYM,US,BlackRock Municipal Income Qual,106.BYM,106
EMHY,US,iShares J.P. Morgan EM High Yie,107.EMHY,107
CRTC,US,Xtrackers US National Critical ,107.CRTC,107
SCHI,US,Schwab 5-10 Year Corporate Bond,107.SCHI,107
MGRC,US,McGrath RentCorp,105.MGRC,105
SPTM,US,SPDR Portfolio S&P 1500 Composi,107.SPTM,107
NVFY,US,诺华家具,105.NVFY,105
DAVE,US,Dave Inc-A,105.DAVE,105
VV,US,Vanguard Large-Cap ETF,107.VV,107
HFRO,US,Highland Income Fund,106.HFRO,106
ILCB,US,iShares Morningstar U.S. Equity,107.ILCB,107
SPXT,US,ProShares S&P 500 Ex-Technology,107.SPXT,107
WNS,US,沃思信息技术服务,106.WNS,106
IBHJ,US,iShares iBonds 2030 Term High Y,107.IBHJ,107
AETH,US,Bitwise Trendwise Ethereum and ,107.AETH,107
DSCF,US,Discipline Fund ETF,107.DSCF,107
RXI,US,全球可选消费ETF-iShares,107.RXI,107
IBHG,US,iShares iBonds 2027 Term High Y,107.IBHG,107
BML_G,US,Bank of America Corp Series 1 P,106.BML_G,106
TRTN_D,US,Triton International Ltd Series,106.TRTN_D,106
AVR,US,Anteris Technologies Global Cor,105.AVR,105
TAVIU,US,Tavia Acquisition Corp Unit Con,105.TAVIU,105
SCHK,US,Schwab 1000 Index ETF,107.SCHK,107
NULC,US,Nuveen ESG Large-Cap ETF,107.NULC,107
EZJ,US,ProShares Ultra MSCI Japan,107.EZJ,107
SCHB,US,美国全市场ETF-Schwab,107.SCHB,107
YSEP,US,FT Cboe Vest International Equi,107.YSEP,107
DYNF,US,iShares U.S. Equity Factor Rota,107.DYNF,107
SKYT,US,SkyWater Technology Inc,105.SKYT,105
UFI,US,仪化宇辉,106.UFI,106
FIAX,US,Nicholas Fixed Income Alternati,107.FIAX,107
NVGS,US,Navigator Holdings Ltd,106.NVGS,106
EDRY,US,EuroDry Ltd,105.EDRY,105
SLG_I,US,SL Green Realty Corp Series I P,106.SLG_I,106
HYRM,US,Xtrackers Risk Managed USD High,107.HYRM,107
IAUG,US,Innovator International Develop,107.IAUG,107
ZETA,US,Zeta Global Holdings Corp-A,106.ZETA,106
STT_G,US,State Street Corp Series G Pfd,106.STT_G,106
LCDS,US,JPMorgan Fundamental Data Scien,105.LCDS,105
GJR,US,STRATS Trust for Procter & Gamb,106.GJR,106
MAPP,US,Harbor Multi-Asset Explorer ETF,107.MAPP,107
CTA,US,Simplify Managed Futures Strate,107.CTA,107
IFEB,US,Innovator International Develop,107.IFEB,107
UJB,US,ProShares Ultra High Yield ETF,107.UJB,107
XIDE,US,FT Cboe Vest U.S. Equity Buffer,107.XIDE,107
BSMS,US,Invesco BulletShares 2028 Munic,105.BSMS,105
WBIG,US,WBI BullBear Yield 3000 ETF,107.WBIG,107
VTR,US,芬塔公司,106.VTR,106
BUD,US,百威英博,106.BUD,106
KTH,US,Structured Products Corp CorTS ,106.KTH,106
OALC,US,OneAscent Large Cap Core ETF,107.OALC,107
DUKB,US,Duke Energy Corp Debentures,106.DUKB,106
IBHH,US,iShares iBonds 2028 Term High Y,107.IBHH,107
QQLV,US,Invesco QQQ Low Volatility ETF,105.QQLV,105
CSQ,US,Calamos Strategic Total Return ,105.CSQ,105
LH,US,徕博科,106.LH,106
PJUL,US,Innovator U.S. Equity Power Buf,107.PJUL,107
VABS,US,Virtus Newfleet ABS/MBS ETF,107.VABS,107
PSH,US,PGIM Short Duration High Yield ,107.PSH,107
IVAL,US,Alpha Architect International Q,105.IVAL,105
STXD,US,Strive 1000 Dividend Growth ETF,106.STXD,106
CAE,US,加拿大航空电子设备,106.CAE,106
IMFL,US,Invesco International Developed,107.IMFL,107
ATHA,US,Athira Pharma Inc,105.ATHA,105
TDTT,US,FlexShares iBoxx 3 Year Target ,107.TDTT,107
QHY,US,WisdomTree U.S. High Yield Corp,107.QHY,107
HF,US,DGA Core Plus Absolute Return E,106.HF,106
XOMO,US,YieldMax XOM Option Income Stra,107.XOMO,107
PSDM,US,PGIM Short Duration Multi-Secto,107.PSDM,107
QLC,US,FlexShares US Quality Large Cap,107.QLC,107
MPAY,US,Akros Monthly Payout ETF,107.MPAY,107
IQQQ,US,ProShares Nasdaq-100 High Incom,105.IQQQ,105
AOTG,US,AOT Growth and Innovation ETF,105.AOTG,105
RHRX,US,RH Tactical Rotation ETF,107.RHRX,107
FDHY,US,Fidelity Enhanced High Yield ET,107.FDHY,107
XISE,US,FT Cboe Vest U.S. Equity Buffer,107.XISE,107
FITBP,US,Fifth Third Bancorp Series A Pf,105.FITBP,105
ETG,US,Eaton Vance Tax-Advantaged Glob,106.ETG,106
MUSI,US,American Century Multisector In,107.MUSI,107
GLOF,US,iShares Global Equity Factor ET,107.GLOF,107
MFUL,US,Mindful Conservative ETF,107.MFUL,107
SPLP_A,US,Steel Partners Holdings LP Seri,106.SPLP_A,106
BIPH,US,Brookfield Infrastructure Corp ,106.BIPH,106
SHOC,US,Strive U.S. Semiconductor ETF,106.SHOC,106
AFIF,US,Anfield Universal Fixed Income ,107.AFIF,107
CPRY,US,Calamos Russell 2000 Structured,107.CPRY,107
VCEB,US,Vanguard ESG U.S. Corporate Bon,107.VCEB,107
BIDD,US,BlackRock International Dividen,107.BIDD,107
NVG,US,Nuveen AMT-Free Municipal Credi,106.NVG,106
MTBA,US,Simplify MBS ETF,107.MTBA,107
RPAR,US,RPAR Risk Parity ETF,107.RPAR,107
GAB_K,US,The Gabelli Equity Trust Inc Se,106.GAB_K,106
TFPN,US,Blueprint Chesapeake Multi-Asse,107.TFPN,107
ODD,US,Oddity Tech Ltd-A,105.ODD,105
PDCO,US,帕特森,105.PDCO,105
RITM_C,US,Rithm Capital Corp Series C Pfd,106.RITM_C,106
FPEI,US,First Trust Institutional Prefe,107.FPEI,107
CHSCM,US,CHS Inc Class B Series 3 Pfd,105.CHSCM,105
BBUS,US,JPMorgan BetaBuilders U.S. Equi,107.BBUS,107
OXLCP,US,Oxford Lane Capital Corp Series,105.OXLCP,105
IBM,US,IBM国际商业机器(US),106.IBM,106
COF_I,US,Capital One Financial Corp Seri,106.COF_I,106
GEMD,US,Goldman Sachs Access Emerging M,107.GEMD,107
BUFI,US,AB International Buffer ETF,105.BUFI,105
BUR,US,伯福德资本,106.BUR,106
DUKZ,US,Ocean Park Diversified Income E,107.DUKZ,107
UJUL,US,Innovator U.S. Equity Ultra Buf,107.UJUL,107
FEAC,US,Fidelity Enhanced U.S. All-Cap ,107.FEAC,107
ISPY,US,ProShares S&P 500 High Income E,107.ISPY,107
ATHS,US,Athene Holding Ltd Notes,106.ATHS,106
KVLE,US,KFA Value Line Dynamic Core Equ,107.KVLE,107
DBB,US,基础金属ETF-PowerShares,107.DBB,107
APLU,US,Allspring Core Plus ETF,107.APLU,107
SOXY,US,YieldMax Target 12 Semiconducto,107.SOXY,107
CSM,US,ProShares Large Cap Core Plus,107.CSM,107
LDUR,US,PIMCO Enhanced Low Duration Act,107.LDUR,107
FDEC,US,FT Cboe Vest U.S. Equity Buffer,107.FDEC,107
BGX,US,Blackstone/GSO Long-Short Credi,106.BGX,106
IJUN,US,Innovator International Develop,107.IJUN,107
CIF,US,MFS Intermediate High Income Fu,106.CIF,106
GSPY,US,Gotham Enhanced 500 ETF,107.GSPY,107
ALL_B,US,The Allstate Corp Debentures,106.ALL_B,106
SSUS,US,Day Hagan/Ned Davis Research Sm,107.SSUS,107
LDRH,US,iShares iBonds 1-5 Year High Yi,107.LDRH,107
GAINN,US,Gladstone Investment Corp Notes,105.GAINN,105
MFAO,US,MFA Financial Inc Notes,106.MFAO,106
IBID,US,iShares iBonds Oct 2027 Term TI,107.IBID,107
YLD,US,Principal Active High Yield ETF,107.YLD,107
JGH,US,Nuveen Global High Income Fund,106.JGH,106
GDMA,US,Gadsden Dynamic Multi-Asset ETF,107.GDMA,107
EPR_G,US,EPR Properties Series G Pfd,106.EPR_G,106
CSWCZ,US,Capital Southwest Corp Notes,105.CSWCZ,105
FEAT,US,YieldMax Dorsey Wright Featured,105.FEAT,105
HPQ,US,惠普,106.HPQ,106
TECB,US,iShares U.S. Tech Breakthrough ,107.TECB,107
THLV,US,THOR Equal Weight Low Volatilit,106.THLV,106
PJUN,US,Innovator U.S. Equity Power Buf,107.PJUN,107
SPXV,US,ProShares S&P 500 Ex-Health Car,107.SPXV,107
QQQX,US,Nuveen NASDAQ 100 Dynamic Overw,105.QQQX,105
INFN,US,英飞朗,105.INFN,105
IRTR,US,iShares LifePath Retirement ETF,107.IRTR,107
MFUT,US,Cambria Chesapeake Pure Trend E,107.MFUT,107
XUSP,US,Innovator Uncapped Accelerated ,107.XUSP,107
MARB,US,First Trust Merger Arbitrage ET,107.MARB,107
PMAR,US,Innovator U.S. Equity Power Buf,107.PMAR,107
GCOR,US,Goldman Sachs Access U.S. Aggre,107.GCOR,107
BBBS,US,BondBloxx BBB Rated 1-5 Year Co,107.BBBS,107
BGR,US,BlackRock Energy and Resources ,106.BGR,106
FDTB,US,Foundations Dynamic Income ETF,107.FDTB,107
NDIA,US,Global X India Active ETF,107.NDIA,107
CERY,US,SPDR Bloomberg Enhanced Roll Yi,107.CERY,107
FDT,US,First Trust Developed Markets E,105.FDT,105
NXE,US,NexGen Energy Ltd,106.NXE,106
IBDW,US,iShares iBonds Dec 2031 Term Co,107.IBDW,107
RMCA,US,Rockefeller California Municipa,107.RMCA,107
FLQL,US,Franklin U.S. Large Cap Multifa,107.FLQL,107
IDMO,US,Invesco S&P International Devel,107.IDMO,107
DUHP,US,Dimensional US High Profitabili,107.DUHP,107
OMFL,US,Invesco Russell 1000 Dynamic Mu,107.OMFL,107
JCPI,US,JPMorgan Inflation Managed Bond,107.JCPI,107
NYAX,US,Nayax Ltd,105.NYAX,105
NACP,US,Impact Shares NAACP Minority Em,107.NACP,107
HYGV,US,FlexShares High Yield Value-Sco,107.HYGV,107
XDAP,US,Innovator U.S. Equity Accelerat,107.XDAP,107
DRSK,US,Aptus Defined Risk ETF,107.DRSK,107
EMB,US,新兴市场美元债ETF-iShares,105.EMB,105
ACCD,US,Accolade Inc,105.ACCD,105
BOAT,US,SonicShares Global Shipping ETF,107.BOAT,107
ISEP,US,Innovator International Develop,107.ISEP,107
SMHI,US,SEACOR Marine Holdings Inc,106.SMHI,106
ARB,US,AltShares Merger Arbitrage ETF,107.ARB,107
PTIN,US,Pacer Trendpilot International ,107.PTIN,107
RECS,US,Columbia Research Enhanced Core,107.RECS,107
JHCB,US,John Hancock Corporate Bond ETF,107.JHCB,107
HARD,US,Simplify Commodities Strategy N,107.HARD,107
EDGH,US,3EDGE Dynamic Hard Assets ETF,107.EDGH,107
EPR_E,US,EPR Properties Series E Pfd,106.EPR_E,106
LEU,US,Centrus Energy Corp-A,107.LEU,107
ARE,US,亚历山大房地产,106.ARE,106
JAMF,US,Jamf Holding Corp,105.JAMF,105
KIM_M,US,Kimco Realty Corp Class M Pfd,106.KIM_M,106
MMS,US,马克西姆斯,106.MMS,106
CHX,US,ChampionX Corp,105.CHX,105
GUSA,US,Goldman Sachs MarketBeta U.S. 1,107.GUSA,107
EAOK,US,iShares ESG Aware Conservative ,107.EAOK,107
MRGR,US,ProShares Merger ETF,107.MRGR,107
MVF,US,BlackRock MuniVest Fund,106.MVF,106
AWEG,US,Alger Weatherbie Enduring Growt,107.AWEG,107
SYFI,US,AB Short Duration High Yield ET,107.SYFI,107
HYBB,US,iShares BB Rated Corporate Bond,107.HYBB,107
NVBW,US,AllianzIM U.S. Large Cap Buffer,107.NVBW,107
IGBH,US,iShares Interest Rate Hedged Lo,107.IGBH,107
YJUN,US,FT Vest International Equity Mo,107.YJUN,107
KMDA,US,Kamada Ltd,105.KMDA,105
IVV,US,标普500ETF-iShares,107.IVV,107
HYTR,US,Counterpoint High Yield Trend E,106.HYTR,106
HYSD,US,Columbia Short Duration High Yi,107.HYSD,107
SFLR,US,Innovator Equity Managed Floor ,107.SFLR,107
SPLB,US,SPDR Portfolio Long Term Corpor,107.SPLB,107
TRTN_C,US,Triton International Ltd Series,106.TRTN_C,106
JMBS,US,Janus Henderson Mortgage-Backed,107.JMBS,107
SPY,US,标普500ETF-SPDR,107.SPY,107
QDCC,US,Global X S&P 500 Quality Divide,107.QDCC,107
CGGO,US,Capital Group Global Growth Equ,107.CGGO,107
ESG,US,FlexShares STOXX US ESG Impact ,107.ESG,107
IBIC,US,iShares iBonds Oct 2026 Term TI,107.IBIC,107
MNRO,US,Monro Inc,105.MNRO,105
PSFF,US,Pacer Swan SOS Fund of Funds ET,107.PSFF,107
CGCP,US,Capital Group Core Plus Income ,107.CGCP,107
STKL,US,SunOpta Inc,105.STKL,105
BHFAO,US,Brighthouse Financial Inc Serie,105.BHFAO,105
BERY,US,Berry Global Group Inc,106.BERY,106
VOXX,US,奥迪富斯,105.VOXX,105
AGM_E,US,Federal Agricultural Mortgage C,106.AGM_E,106
WMG,US,华纳音乐,105.WMG,105
FLWS,US,1-800-FLOWERS.COM Inc-A,105.FLWS,105
FSEP,US,FT Cboe Vest U.S. Equity Buffer,107.FSEP,107
JPEF,US,JPMorgan Equity Focus ETF,105.JPEF,105
TVE,US,Tennessee Valley Authority Seri,106.TVE,106
BSJR,US,Invesco BulletShares 2027 High ,105.BSJR,105
RPRX,US,Royalty Pharma plc-A,105.RPRX,105
IXN,US,全球科技ETF-iShares,107.IXN,107
MSMR,US,McElhenny Sheffield Managed Ris,107.MSMR,107
VGAS,US,Verde Clean Fuels Inc-A,105.VGAS,105
IGPT,US,Invesco AI and Next Gen Softwar,107.IGPT,107
RSSB,US,Return Stacked Global Stocks & ,107.RSSB,107
GIGB,US,Goldman Sachs Access Investment,107.GIGB,107
ESGR,US,恩斯塔,105.ESGR,105
