symbol,market,name,em_code,em_id
AVPTW,US,AvePoint Inc Wt,105.AVPTW,105
JDZG,US,课标科技,105.JDZG,105
RRGB,US,红罗宾汉堡连琐店,105.RRGB,105
OCFT,US,金融壹账通,106.OCFT,106
AYI,US,Acuity Brands Inc,106.AYI,106
NVMI,US,Nova Ltd,105.NVMI,105
ACHR_WS,US,Archer Aviation Inc Wt,106.ACHR_WS,106
MOD,US,摩丁制造,106.MOD,106
KNF,US,Knife River Holding Co,106.KNF,106
FVR,US,FrontView REIT Inc,106.FVR,106
VEEA,US,Veea Inc,105.VEEA,105
PHLT,US,Performant Healthcare Inc,105.PHLT,105
GATO,US,Gatos Silver Inc,106.GATO,106
LOB,US,Live Oak Bancshares Inc,106.LOB,106
CINGW,US,Cingulate Inc Wt,105.CINGW,105
HMY,US,哈莫尼黄金,106.HMY,106
MUU,US,Direxion Daily MU Bull 2X Share,105.MUU,105
PMNT,US,Perfect Moment Ltd,107.PMNT,107
NOTE,US,FiscalNote Holdings Inc-A,106.NOTE,106
KULR,US,KULR Technology Group Inc,107.KULR,107
BDRY,US,Breakwave Dry Bulk Shipping ETF,107.BDRY,107
MTRX,US,Matrix Service Co,105.MTRX,105
FIBK,US,First Interstate BancSystem Inc,105.FIBK,105
GITS,US,Global Interactive Technologies,105.GITS,105
USCB,US,USCB Financial Holdings Inc-A,105.USCB,105
CINT,US,CI&T Inc-A,106.CINT,106
AESI,US,Atlas Energy Solutions Inc,106.AESI,106
KITTW,US,Nauticus Robotics Inc Wt,105.KITTW,105
SCE_L,US,Southern California Edison Co S,106.SCE_L,106
OZK,US,欧扎克银行,105.OZK,105
AMPX,US,Amprius Technologies Inc,106.AMPX,106
SANA,US,Sana Biotechnology Inc,105.SANA,105
TOYO,US,TOYO Co Ltd,105.TOYO,105
MRBK,US,Meridian Corp,105.MRBK,105
RNST,US,Renasant Corp,106.RNST,106
BWAY,US,Brainsway Ltd ADR,105.BWAY,105
IREN,US,IREN Ltd,105.IREN,105
NNE,US,Nano Nuclear Energy Inc,105.NNE,105
CLFD,US,克利尔菲尔德通讯,105.CLFD,105
BNIXW,US,Bannix Acquisition Corp Wt,105.BNIXW,105
AIRG,US,Airgain Inc,105.AIRG,105
SOTK,US,Sono-Tek Corp,105.SOTK,105
KBH,US,KB Home,106.KBH,106
CRD_B,US,克劳福德-B,106.CRD_B,106
YMM,US,满帮,106.YMM,106
WALD,US,Waldencast plc-A,105.WALD,105
UCB,US,美国社区银行,106.UCB,106
HFWA,US,Heritage Financial Corp,105.HFWA,105
DB,US,德意志银行,106.DB,106
NIVF,US,NewGenIvf Group Ltd-A,105.NIVF,105
SSB,US,South State Corp,106.SSB,106
KINS,US,金石保险,105.KINS,105
WASH,US,华盛顿信托银行,105.WASH,105
ECXWW,US,亿咖通科技(权证),105.ECXWW,105
VZLA,US,Vizsla Silver Corp,107.VZLA,107
DPRO,US,Draganfly Inc,105.DPRO,105
USGO,US,U.S. GoldMining Inc,105.USGO,105
BHIL,US,Benson Hill Inc,105.BHIL,105
WHLR,US,Wheeler Real Estate Investment ,105.WHLR,105
LGCY,US,Legacy Education Inc,107.LGCY,107
ATNF,US,180 Life Sciences Corp,105.ATNF,105
IPXX,US,Inflection Point Acquisition Co,105.IPXX,105
BRACU,US,Broad Capital Acquisition Corp ,105.BRACU,105
NLOP,US,Net Lease Office Properties,106.NLOP,106
IRTC,US,iRhythm Technologies Inc,105.IRTC,105
SYNX,US,Silynxcom Ltd,107.SYNX,107
FSUN,US,FirstSun Capital Bancorp,105.FSUN,105
BLDEW,US,Blade Air Mobility Inc Wt,105.BLDEW,105
CNXT,US,中创100ETF-VanEck Vectors华夏,107.CNXT,107
SILO,US,Silo Pharma Inc,105.SILO,105
COOP,US,Mr. Cooper Group Inc,105.COOP,105
BTCS,US,BTCS Inc,105.BTCS,105
PETWW,US,Wag! Group Co Wt,105.PETWW,105
RILYN,US,B. Riley Financial Inc Notes,105.RILYN,105
MCRI,US,Monarch Casino & Resort Inc,105.MCRI,105
SRAD,US,Sportradar Group AG-A,105.SRAD,105
WAL,US,阿莱恩斯西部银行,106.WAL,106
CMTG,US,Claros Mortgage Trust Inc,106.CMTG,106
AZZ,US,AZZ Inc,106.AZZ,106
COLB,US,哥伦比亚银行系统,105.COLB,105
SSRM,US,SSR Mining Inc,105.SSRM,105
CPS,US,Cooper-Standard Holdings Inc,106.CPS,106
CHRO,US,Chromocell Therapeutics Corp,107.CHRO,107
ZCARW,US,Zoomcar Holdings Inc Wt,105.ZCARW,105
PGHL,US,钧御工程,105.PGHL,105
MTZ,US,MasTec Inc,106.MTZ,106
POET,US,POET Technologies Inc,105.POET,105
MPTI,US,M-tron Industries Inc,107.MPTI,107
TEO,US,阿根廷电信,106.TEO,106
ENFY,US,Enlightify Inc,106.ENFY,106
EBON,US,亿邦国际,105.EBON,105
EETH,US,ProShares Ether ETF,107.EETH,107
ABCB,US,Ameris Bancorp,106.ABCB,106
SPRB,US,Spruce Biosciences Inc,105.SPRB,105
SOC,US,Sable Offshore Corp,106.SOC,106
LITM,US,Snow Lake Resources Ltd,105.LITM,105
IMG,US,CIMG Inc,105.IMG,105
CGAU,US,Centerra Gold Inc,106.CGAU,106
NBN,US,东北银行,105.NBN,105
OFG,US,OFG Bancorp,106.OFG,106
DCOM,US,迪募社区银行,105.DCOM,105
HNVR,US,Hanover Bancorp Inc,105.HNVR,105
RVYL,US,Ryvyl Inc,105.RVYL,105
VACHW,US,Voyager Acquisition Corp Wt,105.VACHW,105
FETH,US,Fidelity Ethereum Fund,107.FETH,107
XPP,US,二倍做多FTSE中国50ETF-ProShares,107.XPP,107
CMBT,US,CMB.TECH NV,106.CMBT,106
HOOK,US,HOOKIPA Pharma Inc,105.HOOK,105
GPMT,US,格拉尼特角抵押信托,106.GPMT,106
CPF,US,中央太平洋银行,106.CPF,106
HTOOW,US,Fusion Fuel Green PLC Wt,105.HTOOW,105
CVBF,US,CVB金融,105.CVBF,105
MULL,US,GraniteShares 2x Long MU Daily ,105.MULL,105
PL,US,Planet Labs PBC-A,106.PL,106
MSBI,US,Midland States Bancorp Inc,105.MSBI,105
FBMS,US,第一银行(密西西比州),106.FBMS,106
ANRO,US,Alto Neuroscience Inc,106.ANRO,106
SIGA,US,西佳科技,105.SIGA,105
ULCC,US,Frontier Group Holdings Inc,105.ULCC,105
SHMD,US,SCHMID Group NV-A,105.SHMD,105
PENN,US,PENN Entertainment Inc,105.PENN,105
CQP,US,Cheniere Energy Partners LP,106.CQP,106
MMSI,US,Merit Medical Systems Inc,105.MMSI,105
QETH,US,Invesco Galaxy Ethereum ETF,107.QETH,107
ASM,US,Avino Silver & Gold Mines Ltd,107.ASM,107
TBN,US,Tamboran Resources Corp,106.TBN,106
WHR,US,惠而浦,106.WHR,106
CIX,US,CompX国际,107.CIX,107
BBAI_WS,US,BigBear.ai Holdings Inc Wt,106.BBAI_WS,106
CCB,US,Coastal Financial Corp,105.CCB,105
FNB,US,F.N.B. Corp,106.FNB,106
BFST,US,Business First Bancshares Inc,105.BFST,105
ETHW,US,Bitwise Ethereum ETF,107.ETHW,107
XBIO,US,Xenetic Biosciences Inc,105.XBIO,105
CRVO,US,CervoMed Inc,105.CRVO,105
ICCT,US,iCoreConnect Inc,105.ICCT,105
VAL,US,Valaris Ltd,106.VAL,106
FUFU,US,BitFuFu Inc-A,105.FUFU,105
EZET,US,Franklin Ethereum ETF,107.EZET,107
NVTS,US,Navitas Semiconductor Corp,105.NVTS,105
GLDG,US,GoldMining Inc,107.GLDG,107
PSIX,US,国际电力解决方案,105.PSIX,105
TENX,US,Tenax Therapeutics Inc,105.TENX,105
TROX,US,Tronox Holdings plc,106.TROX,106
ETHV,US,VanEck Ethereum ETF,107.ETHV,107
GREE,US,Greenidge Generation Holdings I,105.GREE,105
BALY_T,US,Bally's Corp,106.BALY_T,106
ADD,US,Color Star Technology Co Ltd-A,105.ADD,105
BBLG,US,Bone Biologics Corp,105.BBLG,105
HOPE,US,Hope Bancorp Inc,105.HOPE,105
SGDJ,US,Sprott Junior Gold Miners ETF,107.SGDJ,107
PNFP,US,Pinnacle Financial Partners Inc,105.PNFP,105
BHRB,US,Burke & Herbert Financial Servi,105.BHRB,105
ETHA,US,以太坊ETF-iShares,105.ETHA,105
CART,US,Maplebear Inc,105.CART,105
ISSC,US,创新软件,105.ISSC,105
CRK,US,康斯托克能源,106.CRK,106
FFWM,US,First Foundation Inc,106.FFWM,106
DRMA,US,Dermata Therapeutics Inc,105.DRMA,105
CURI,US,CuriosityStream Inc-A,105.CURI,105
AREN,US,The Arena Group Holdings Inc,107.AREN,107
FBNC,US,第一银行(卡罗莱纳州),105.FBNC,105
CETH,US,21Shares Core Ethereum ETF,107.CETH,107
WETH,US,伟易达,105.WETH,105
FFBC,US,第一金融银行,105.FFBC,105
VVOS,US,Vivos Therapeutics Inc,105.VVOS,105
BAP,US,Credicorp Ltd,106.BAP,106
REE,US,REE Automotive Ltd-A,105.REE,105
PGC,US,皮帕克格拉德斯通金融,105.PGC,105
EGBN,US,伊格尔合众银行,105.EGBN,105
TEAM,US,Atlassian Corp-A,105.TEAM,105
SFBS,US,ServisFirst Bancshares Inc,106.SFBS,106
MTSI,US,MACOM Technology Solutions Hold,105.MTSI,105
SLVP,US,iShares MSCI Global Silver Mine,107.SLVP,107
SCE_N,US,Southern California Edison Co P,106.SCE_N,106
SGD,US,Safe and Green Development Corp,105.SGD,105
VBTX,US,Veritex Holdings Inc,105.VBTX,105
TBBK,US,The Bancorp Inc,105.TBBK,105
CNM,US,Core & Main Inc-A,106.CNM,106
MUX,US,McEwen Mining Inc,106.MUX,106
BTCT,US,BTC Digital Ltd,105.BTCT,105
ROMA,US,罗马绿色金融,105.ROMA,105
SMLR,US,Semler Scientific Inc,105.SMLR,105
MDT,US,美敦力,106.MDT,106
JFIN,US,嘉银科技,105.JFIN,105
FLL,US,Full House Resorts Inc,105.FLL,105
GEV,US,GE Vernova Inc,106.GEV,106
SGA,US,Saga Communications Inc-A,105.SGA,105
HUYA,US,虎牙,106.HUYA,106
GOTU,US,高途,106.GOTU,106
NRIM,US,Northrim BanCorp Inc,105.NRIM,105
MSTR,US,MicroStrategy Inc-A,105.MSTR,105
ETH,US,Grayscale Ethereum Mini Trust E,107.ETH,107
ETHE,US,以太坊ETF-Grayscale,107.ETHE,107
CMCL,US,喀里多尼亚矿业(US),107.CMCL,107
RILYZ,US,B. Riley Financial Inc Notes,105.RILYZ,105
POLA,US,Polar Power Inc,105.POLA,105
OACCW,US,Oaktree Acquisition Corp III Li,105.OACCW,105
AMIX,US,Autonomix Medical Inc,105.AMIX,105
LQDT,US,Liquidity Services Inc,105.LQDT,105
ARKZ,US,ARK 21Shares Active Ethereum Fu,107.ARKZ,107
CMCT,US,Creative Media & Community Trus,105.CMCT,105
SILJ,US,Amplify Junior Silver Miners ET,107.SILJ,107
SCE_K,US,SCE Trust V Preference Securiti,106.SCE_K,106
TVGNW,US,Tevogen Bio Holdings Inc Wt,105.TVGNW,105
FFIN,US,第一金融银行股份(德克萨斯州),105.FFIN,105
RELL,US,理查森电子,105.RELL,105
WRAP,US,Wrap Technologies Inc,105.WRAP,105
INDB,US,美国独立银行,105.INDB,105
IRS,US,IRSA Inversiones y Representaci,106.IRS,106
RUSHA,US,Rush Enterprises Inc-A,105.RUSHA,105
ATUS,US,阿尔蒂斯美国,106.ATUS,106
VLY,US,硅谷国家银行,105.VLY,105
SAH,US,索尼克汽车,106.SAH,106
HLMN,US,Hillman Solutions Corp,105.HLMN,105
FORTY,US,配方系统,105.FORTY,105
RSKD,US,Riskified Ltd-A,106.RSKD,106
CABO,US,Cable One Inc,106.CABO,106
LKCO,US,箩筐技术,105.LKCO,105
PPTA,US,Perpetua Resources Corp,105.PPTA,105
AZEK,US,The AZEK Co Inc-A,106.AZEK,106
NVVEW,US,Nuvve Holding Corp Wt,105.NVVEW,105
ARCB,US,ArcBest Corp,105.ARCB,105
ABL,US,Abacus Life Inc,105.ABL,105
SRTS,US,Sensus Healthcare Inc,105.SRTS,105
HIPO,US,Hippo Holdings Inc,106.HIPO,106
BKSY_WS,US,BlackSky Technology Inc Wt,106.BKSY_WS,106
PAM,US,Pampa Energia SA ADR,106.PAM,106
SYBT,US,Stock Yards Bancorp Inc,105.SYBT,105
CASH,US,Pathward Financial Inc,105.CASH,105
HUT,US,Hut 8 Corp,105.HUT,105
JD,US,京东,105.JD,105
SER,US,Serina Therapeutics Inc,107.SER,107
NUTX,US,Nutex Health Inc,105.NUTX,105
UAMY,US,United States Antimony Corp,107.UAMY,107
TCRT,US,Alaunos Therapeutics Inc,105.TCRT,105
ASTI,US,Ascent Solar Technologies Inc,105.ASTI,105
CRESY,US,Cresud ADR,105.CRESY,105
PNRG,US,PrimeEnergy Corp,105.PNRG,105
STEL,US,Stellar Bancorp Inc,106.STEL,106
CPA,US,科帕控股,106.CPA,106
HTZ,US,赫兹租车,105.HTZ,105
SCE_J,US,SCE Trust IV Pfd,106.SCE_J,106
SFNC,US,Simmons First National Corp,105.SFNC,105
OBK,US,Origin Bancorp Inc,106.OBK,106
CLSKW,US,CleanSpark Inc Wt,105.CLSKW,105
FG,US,F&G Annuities & Life Inc,106.FG,106
QSG,US,量子之歌,105.QSG,105
OAK_A,US,Brookfield Oaktree Holdings LLC,106.OAK_A,106
HYZNW,US,Hyzon Motors Inc Wt,105.HYZNW,105
FRSX,US,自动视角控股,105.FRSX,105
EOSEW,US,Eos Energy Enterprises Inc Wt,105.EOSEW,105
RIOT,US,Riot Platforms Inc,105.RIOT,105
TNL,US,Travel + Leisure Co,106.TNL,106
MDWD,US,MediWound Ltd,105.MDWD,105
VRT,US,Vertiv Holdings Co-A,106.VRT,106
PFS,US,Provident Financial Services In,106.PFS,106
CETX,US,Cemtrex Inc,105.CETX,105
GRBK,US,Green Brick Partners Inc,106.GRBK,106
CETY,US,Clean Energy Technologies Inc,105.CETY,105
NUWE,US,Nuwellis Inc,105.NUWE,105
VABK,US,Virginia National Bankshares Co,105.VABK,105
AZI,US,中驰车福,105.AZI,105
ACET,US,Adicet Bio Inc,105.ACET,105
JOBY_WS,US,Joby Aviation Inc Wt,106.JOBY_WS,106
BWFG,US,Bankwell Financial Group Inc,105.BWFG,105
HYMC,US,Hycroft Mining Holding Corp-A,105.HYMC,105
SBSI,US,Southside Bancshares Inc,106.SBSI,106
SPPL,US,SIMPPLE LTD,105.SPPL,105
KC,US,金山云,105.KC,105
PAAS,US,泛美白银,106.PAAS,106
BLND,US,Blend Labs Inc-A,106.BLND,106
VLN,US,Valens Semiconductor Ltd,106.VLN,106
TMP,US,Tompkins Financial Corp,107.TMP,107
ZION,US,齐昂银行,105.ZION,105
DEFI,US,Hashdex Bitcoin ETF,107.DEFI,107
GLDD,US,Great Lakes Dredge & Dock Corp,105.GLDD,105
HNST,US,The Honest Co Inc,105.HNST,105
CARE,US,Carter Bankshares Inc,105.CARE,105
RPD,US,Rapid7 Inc,105.RPD,105
FBP,US,第一万能金控,106.FBP,106
WK,US,Workiva Inc-A,106.WK,106
BWIN,US,The Baldwin Insurance Group Inc,105.BWIN,105
WB,US,微博,105.WB,105
ATMU,US,Atmus Filtration Technologies I,106.ATMU,106
EBC,US,Eastern Bankshares Inc,105.EBC,105
VRNT,US,Verint Systems Inc,105.VRNT,105
HWC,US,汉考克惠特尼,105.HWC,105
AQB,US,AquaBounty Technologies Inc,105.AQB,105
SNYR,US,Synergy CHC Corp,105.SNYR,105
GOEX,US,Global X Gold Explorers ETF,107.GOEX,107
NRXP,US,NRX Pharmaceuticals Inc,105.NRXP,105
EBTC,US,Enterprise Bancorp Inc,105.EBTC,105
HWM,US,Howmet Aerospace Inc,106.HWM,106
ACRE,US,阿瑞斯商业地产,106.ACRE,106
KODK,US,柯达,106.KODK,106
TURB,US,Turbo Energy SA ADR,105.TURB,105
JXN,US,Jackson Financial Inc-A,106.JXN,106
UTSL,US,Direxion Daily Utilities Bull 3,107.UTSL,107
SBCF,US,Seacoast Banking Corp of Florid,105.SBCF,105
CATY,US,国泰万通金控,105.CATY,105
HASI,US,HA Sustainable Infrastructure C,106.HASI,106
ZJK,US,中金科,105.ZJK,105
UPC,US,大自然药业,105.UPC,105
PFSI,US,PennyMac Financial Services Inc,106.PFSI,106
CARM,US,Carisma Therapeutics Inc,105.CARM,105
FFIC,US,法拉盛金融,105.FFIC,105
WCC,US,西科国际,106.WCC,106
MRX,US,Marex Group plc,105.MRX,105
WGMI,US,CoinShares Valkyrie Bitcoin Min,105.WGMI,105
ALGT,US,忠实航空,105.ALGT,105
FC,US,富兰克林柯维,106.FC,106
AOS,US,A.O.史密斯,106.AOS,106
AAON,US,艾伦建材,105.AAON,105
CADE,US,Cadence Bank,106.CADE,106
GJP,US,STRATS Trust For Dominion Resou,106.GJP,106
SG,US,Sweetgreen Inc-A,106.SG,106
FCF,US,第一联邦金融,106.FCF,106
BPOP,US,大众银行(波多黎各),105.BPOP,105
UBSI,US,联合银行,105.UBSI,105
DGII,US,美国迪进国际,105.DGII,105
PYPL,US,PayPal Holdings Inc,105.PYPL,105
MTH,US,Meritage Homes Corp,106.MTH,106
CALC,US,CalciMedica Inc,105.CALC,105
CCS,US,Century Communities Inc,106.CCS,106
SITE,US,SiteOne Landscape Supply Inc,106.SITE,106
FAS,US,三倍做多金融ETF-Direxion,107.FAS,107
AU,US,AngloGold Ashanti plc,106.AU,106
JMSB,US,John Marshall Bancorp Inc,105.JMSB,105
JETU,US,MAX Airlines 3X Leveraged ETNs,107.JETU,107
TOL,US,托尔兄弟,106.TOL,106
DFEN,US,Direxion Daily Aerospace & Defe,107.DFEN,107
MLPR,US,ETRACS Quarterly Pay 1.5X Lever,107.MLPR,107
AHT_G,US,Ashford Hospitality Trust Inc S,106.AHT_G,106
TUSK,US,Mammoth Energy Services Inc,105.TUSK,105
MCY,US,默邱利通用,106.MCY,106
VRNA,US,维罗纳制药,105.VRNA,105
APG,US,APi Group Corp,106.APG,106
OLO,US,Olo Inc-A,106.OLO,106
LIXT,US,Lixte Biotechnology Holdings In,105.LIXT,105
KVHI,US,KVH通信,105.KVHI,105
SNDA,US,Sonida Senior Living Inc,106.SNDA,106
MIND,US,MIND Technology Inc,105.MIND,105
BCBP,US,BCB银行,105.BCBP,105
CORZW,US,Core Scientific Inc Wt,105.CORZW,105
MSPR,US,MSP Recovery Inc-A,105.MSPR,105
HCI,US,HCI集团,106.HCI,106
DMRC,US,数字标识,105.DMRC,105
COMP,US,Compass Inc-A,106.COMP,106
AHT_D,US,Ashford Hospitality Trust Inc S,106.AHT_D,106
CGNX,US,康耐视,105.CGNX,105
POWL,US,Powell Industries Inc,105.POWL,105
SNES,US,SenesTech Inc,105.SNES,105
FINV,US,信也科技,106.FINV,106
AMTB,US,Amerant Bancorp Inc-A,106.AMTB,106
HDSN,US,哈德森科技,105.HDSN,105
HAFC,US,韩美金融,105.HAFC,105
UMDD,US,UltraPro MidCap400,107.UMDD,107
ROOT,US,Root Inc-A,105.ROOT,105
HTHT,US,华住,105.HTHT,105
INCR,US,Intercure Ltd,105.INCR,105
BZH,US,贝哲房屋,106.BZH,106
TCBI,US,Texas Capital Bancshares Inc,105.TCBI,105
ASTE,US,Astec Industries Inc,105.ASTE,105
NXT,US,Nextracker Inc-A,105.NXT,105
SARO,US,StandardAero Inc,106.SARO,106
APLMW,US,冠科美博(权证),105.APLMW,105
TRMK,US,Trustmark Corp,105.TRMK,105
TSLQ,US,二倍做空特斯拉ETF-Tradr,105.TSLQ,105
DDI,US,DoubleDown Interactive Co Ltd A,105.DDI,105
XENE,US,Xenon制药,105.XENE,105
ORKT,US,Orangekloud Technology Inc-A,105.ORKT,105
ASIX,US,AdvanSix Inc,106.ASIX,106
ATGL,US,Alpha Technology Group Ltd,105.ATGL,105
TLN,US,Talen Energy Corp,105.TLN,105
CUBI,US,Customers Bancorp Inc,106.CUBI,106
ARKO,US,ARKO Corp,105.ARKO,105
BIS,US,二倍做空NASDAQ生物技术ProShares,105.BIS,105
AIRR,US,First Trust RBA American Indust,105.AIRR,105
EFXT,US,Enerflex Ltd,106.EFXT,106
TGLS,US,Tecnoglass Inc,106.TGLS,106
IPM,US,Intelligent Protection Manageme,105.IPM,105
BTF,US,CoinShares Valkyrie Bitcoin and,105.BTF,105
USAC,US,USA Compression Partners LP,106.USAC,106
SKY,US,Champion Homes Inc,106.SKY,106
WMB,US,威廉姆斯,106.WMB,106
TOWN,US,Towne Bank,105.TOWN,105
CRWL,US,GraniteShares 2x Long CRWD Dail,105.CRWL,105
INSE,US,Inspired Entertainment Inc,105.INSE,105
THTX,US,Theratechnologies Inc,105.THTX,105
RAND,US,兰德资本,105.RAND,105
PKST,US,Peakstone Realty Trust,106.PKST,106
FBK,US,FB Financial Corp,106.FBK,106
EFSC,US,Enterprise Financial Services C,105.EFSC,105
OPCH,US,Option Care Health Inc,105.OPCH,105
BSRR,US,塞拉银行,105.BSRR,105
ONB,US,Old National Bancorp,105.ONB,105
GALT,US,Galectin Therapeutics Inc,105.GALT,105
PLMR,US,Palomar Holdings Inc,105.PLMR,105
ATLC,US,Atlanticus Holdings Corp,105.ATLC,105
BSVN,US,Bank7 Corp,105.BSVN,105
SCSC,US,ScanSource Inc,105.SCSC,105
CERS,US,Cerus Corp,105.CERS,105
ELTX,US,Elicio Therapeutics Inc,105.ELTX,105
EE,US,Excelerate Energy Inc-A,106.EE,106
VVX,US,V2X Inc,106.VVX,106
AMAL,US,Amalgamated Financial Corp,105.AMAL,105
AGMI,US,Themes Silver Miners ETF,105.AGMI,105
PZG,US,Paramount Gold Nevada Corp,107.PZG,107
ASHS,US,中证500ETF-德银嘉实,107.ASHS,107
PFBC,US,保富银行,105.PFBC,105
UMBF,US,UMB金融,105.UMBF,105
OAK_B,US,Brookfield Oaktree Holdings LLC,106.OAK_B,106
ENVA,US,易诺华国际,106.ENVA,106
VNO,US,沃那多房产信托,106.VNO,106
CGTL,US,创智环球,105.CGTL,105
BETE,US,ProShares Bitcoin & Ether Equal,107.BETE,107
VIRT,US,Virtu Financial Inc-A,105.VIRT,105
HBI,US,哈尼斯品牌服装,106.HBI,106
SACH_A,US,Sachem Capital Corp Pfd,107.SACH_A,107
HTLF,US,哈特兰金融,105.HTLF,105
DOYU,US,斗鱼,105.DOYU,105
HBNC,US,哈里逊合众银行,105.HBNC,105
KBWR,US,Invesco KBW Regional Banking ET,105.KBWR,105
WABC,US,西美银行,105.WABC,105
SOS,US,艾斯欧艾斯,106.SOS,106
FMBH,US,First Mid Bancshares Inc,105.FMBH,105
MCBS,US,MetroCity Bankshares Inc,105.MCBS,105
LVO,US,LiveOne Inc,105.LVO,105
PATH,US,UiPath Inc-A,106.PATH,106
TSDD,US,二倍做空特斯拉ETF-GraniteShares,105.TSDD,105
OTLY,US,Oatly Group AB ADR,105.OTLY,105
LKFN,US,莱克兰金融,105.LKFN,105
LEGH,US,Legacy Housing Corp,105.LEGH,105
SPXC,US,SPX Technologies Inc,106.SPXC,106
CZR,US,凯撒娱乐,105.CZR,105
ALKT,US,Alkami Technology Inc,105.ALKT,105
TWI,US,泰坦国际,106.TWI,106
CFG,US,Citizens Financial Group Inc,106.CFG,106
LB,US,LandBridge Co LLC-A,106.LB,106
RHE,US,Regional Health Properties Inc,107.RHE,107
GGAL,US,加利西亚金融,105.GGAL,105
CLDL,US,Direxion Daily Cloud Computing ,107.CLDL,107
TYGO,US,Tigo Energy Inc,105.TYGO,105
MGIH,US,禧图集团,105.MGIH,105
BTO,US,John Hancock Financial Opportun,106.BTO,106
AAL,US,美国航空,105.AAL,105
GGR,US,Gogoro Inc,105.GGR,105
MFA,US,MFA Financial Inc,106.MFA,106
SITC,US,SITE Centers Corp,106.SITC,106
UAVS,US,AgEagle天线系统,107.UAVS,107
ORLA,US,Orla Mining Ltd,107.ORLA,107
MIDU,US,Direxion Mid Cap Bull 3X Shares,107.MIDU,107
BKU,US,BankUnited Inc,106.BKU,106
GDXJ,US,金矿小型股ETF-VanEck Vectors,107.GDXJ,107
TRN,US,Trinity Industries Inc,106.TRN,106
CHMG,US,Chemung Financial Corp,105.CHMG,105
STBA,US,S&T Bancorp Inc,105.STBA,105
FISI,US,Financial Institutions Inc,105.FISI,105
CEG,US,Constellation Energy Corp,105.CEG,105
CMA,US,联信银行,106.CMA,106
HCM,US,和黄医药(US ADR),105.HCM,105
ENTO,US,Entero Therapeutics Inc,105.ENTO,105
SAN,US,桑坦德银行(US),106.SAN,106
MATH,US,龙运国际,105.MATH,105
KLC,US,KinderCare Learning Companies I,106.KLC,106
CDRE,US,Cadre Holdings Inc,106.CDRE,106
DHI,US,霍顿房屋,106.DHI,106
TNA,US,三倍做多小型股ETF-Direxion,107.TNA,107
FULT,US,富尔顿金融,105.FULT,105
SNV,US,西诺乌斯金融,106.SNV,106
JBI,US,Janus International Group Inc,106.JBI,106
WSFS,US,WSFS金融,105.WSFS,105
VINE,US,Fresh Vine Wine Inc,107.VINE,107
BILI,US,哔哩哔哩,105.BILI,105
ACA,US,Arcosa Inc,106.ACA,106
HUHU,US,虎虎科技,105.HUHU,105
CSTE,US,Caesarstone Ltd,105.CSTE,105
ROCK,US,Gibraltar Industries Inc,105.ROCK,105
FRSH,US,Freshworks Inc-A,105.FRSH,105
URTY,US,ProShares UltraPro Russell2000,107.URTY,107
CQQQ,US,中国科技指数ETF-Guggenheim,107.CQQQ,107
KRE,US,区域银行ETF-SPDR S&P,107.KRE,107
NGL,US,NGL Energy Partners LP,106.NGL,106
BTSGU,US,BrightSpring Health Services In,105.BTSGU,105
PCB,US,PCB Bancorp,105.PCB,105
CBU,US,Community Financial System Inc,106.CBU,106
YTRA,US,Yatra Online Inc,105.YTRA,105
CBUS,US,Cibus Inc,105.CBUS,105
ALSN,US,艾里逊变速箱,106.ALSN,106
ULS,US,UL Solutions Inc-A,106.ULS,106
PKOH,US,Park-Ohio Holdings Corp,105.PKOH,105
DLO,US,DLocal Ltd-A,105.DLO,105
VISL,US,Vislink技术,105.VISL,105
PFC,US,第一金融,105.PFC,105
WMS,US,Advanced Drainage Systems Inc,106.WMS,106
NIC,US,Nicolet Bankshares Inc,106.NIC,106
CTBI,US,大众信托合众银行,105.CTBI,105
FERG,US,Ferguson Enterprises Inc,106.FERG,106
KRNY,US,卡尼金融储蓄,105.KRNY,105
PPBI,US,太平洋第一合众银行,105.PPBI,105
WAVE,US,Eco Wave Power Global AB (publ),105.WAVE,105
OCX,US,Oncocyte Corp,105.OCX,105
MNDY,US,monday.com Ltd,105.MNDY,105
EVOK,US,Evoke Pharma Inc,105.EVOK,105
QABA,US,First Trust NASDAQ ABA Communit,105.QABA,105
IBCP,US,独立银行(密歇根州),105.IBCP,105
DUSL,US,Direxion Daily Industrials Bull,107.DUSL,107
CFR,US,库伦佛寺银行,106.CFR,106
TRIP,US,猫途鹰,105.TRIP,105
TMHC,US,Taylor Morrison Home Corp,106.TMHC,106
KPOP,US,KPOP and Korean Entertainment E,107.KPOP,107
AX,US,Axos Financial Inc,106.AX,106
DFND,US,Reality Shares DIVCON Dividend ,107.DFND,107
VAC,US,万豪度假环球,106.VAC,106
FUTU,US,富途控股,105.FUTU,105
SE,US,Sea Ltd ADR,106.SE,106
NEXT,US,NextDecade Corp,105.NEXT,105
ZBRA,US,斑马技术,105.ZBRA,105
CDXC,US,ChromaDex Corp,105.CDXC,105
TSLZ,US,T-Rex 2X Inverse Tesla Daily Ta,107.TSLZ,107
MCB,US,Metropolitan Bank Holding Corp,106.MCB,106
ZNTL,US,Zentalis Pharmaceuticals Inc,105.ZNTL,105
FVCB,US,FVCBankcorp Inc,105.FVCB,105
HBCP,US,Home Bancor Inc,105.HBCP,105
